Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
m.083kfq	Constant Vanden Stock	m.0154j	Belgium	people.person.nationality
m.0bs8n78	Giovanni Azzini	m.03rjj	Italy	people.person.nationality
m.04d_gqz	Aleksandr Prokhorov	m.0163v	Belarus	people.person.nationality
m.07sb9q_	Krum Milev	m.015qh	Bulgaria	people.person.nationality
m.04csnvg	Zvonko Monsider	m.01pj7	Croatia	people.person.nationality
m.0gkxn4t	Avondale Williams	m.0168t	British Virgin Islands	people.person.nationality
m.043l7q9	Jiří Hanke	m.01mjq	Czech Republic	people.person.nationality
m.0hzmvd2	Simon Nilsson	m.0d0vqn	Sweden	people.person.nationality
m.04jbjr6	Mickey Burke	m.03rt9	Ireland	people.person.nationality
m.0809mzz	Jimmy Robson	m.02jx1	England	people.person.nationality
m.05zkl7z	Bobby Smith	m.06q1r	Scotland	people.person.nationality
m.0hht_w3	Jovan Jezerkić	m.087vz	Yugoslavia	people.person.nationality
m.04lfbgz	Yuri Nyrkov	m.06bnz	Russia	people.person.nationality
m.0h528k2	Benjamin	m.05b4w	Norway	people.person.nationality
m.0b75r77	Gianni Romano	m.03rjj	Italy	people.person.nationality
m.0ngscjn	Bruno	m.06mzp	Switzerland	people.person.nationality
m.05zq9l_	Stephen Oduro	m.035dk	Ghana	people.person.nationality
m.04d__g8	Vadim Ivanov	m.06bnz	Russia	people.person.nationality
m.02r4vyn	Bobby Smith	m.06q1r	Scotland	people.person.nationality
m.0bbtp6t	Sammy Wilson	m.05bcl	Northern Ireland	people.person.nationality
m.0drys27	Rudolf Krause	m.0345h	Germany	people.person.nationality
m.0dp09l	Sebastián Fleitas	m.05v10	Paraguay	people.person.nationality
m.03c147_	Jimmy Milne	m.06q1r	Scotland	people.person.nationality
m.05myq47	Olle Åhlund	m.0d0vqn	Sweden	people.person.nationality
m.0h7qpbq	Georgi Pachedzhiev	m.015qh	Bulgaria	people.person.nationality
m.0c2xz0	Noel King	m.03rt9	Ireland	people.person.nationality
m.08067vc	Adam Black	m.06q1r	Scotland	people.person.nationality
m.04dz_xx	Volodymyr Dudarenko	m.07t21	Ukraine	people.person.nationality
m.05b2mmh	Arvid Knutsen	m.05b4w	Norway	people.person.nationality
m.04yfcyy	Anatoli Porkhunov	m.06bnz	Russia	people.person.nationality
m.06w7hp1	Dan Marney	m.02jx1	England	people.person.nationality
m.07sb6jy	Jimmy Jones	m.05bcl	Northern Ireland	people.person.nationality
m.0ds4lln	Bill	m.0h3y	Algeria	people.person.nationality
m.04ygd1t	Yuri Sedov	m.06bnz	Russia	people.person.nationality
m.07k7q7d	Walter Joyce	m.02jx1	England	people.person.nationality
m.0bryqzt	Luigi Giuliano	m.03rjj	Italy	people.person.nationality
m.04lgt67	Valentin Nikolayev	m.06bnz	Russia	people.person.nationality
m.03wcr7b	Ahmed Oudjani	m.0h3y	Algeria	people.person.nationality
m.03h62bn	Mario Mereghetti	m.03rjj	Italy	people.person.nationality
m.04g2gyr	Mykhaylo Forkash	m.07t21	Ukraine	people.person.nationality
m.09v14z0	Billy Brown	m.06q1r	Scotland	people.person.nationality
m.0h98wh9	Henk Hofs	m.059j2	Netherlands	people.person.nationality
m.03c77v7	Kevin Murray	m.03rt9	Ireland	people.person.nationality
m.0bbtvf3	Radu Pamfil	m.06c1y	Romania	people.person.nationality
m.0ngs9w0	Dudu	m.015fr	Brazil	people.person.nationality
m.0hndl70	Vinko Cuzzi	m.01pj7	Croatia	people.person.nationality
m.0ks04p	Zé Roberto	m.015fr	Brazil	people.person.nationality
m.04gqkvp	Vladimir Shcherbakov	m.06bnz	Russia	people.person.nationality
m.0gfgnbs	Jim Kennedy	m.06q1r	Scotland	people.person.nationality
m.02qz0bj	John McCormack	m.03rt9	Ireland	people.person.nationality
m.0bwgc6n	Scott Lindsey	m.02jx1	England	people.person.nationality
m.0fj905	Gordon Wallace	m.06q1r	Scotland	people.person.nationality
m.03c3rzx	Derek Carroll	m.03rt9	Ireland	people.person.nationality
m.04f_n5g	Vyacheslav Andreyuk	m.06bnz	Russia	people.person.nationality
m.0bbxh01	Ferdinando Miniussi	m.03rjj	Italy	people.person.nationality
m.05zmnwc	James Burke	m.03rt9	Ireland	people.person.nationality
m.04m_q3j	Sergey Timofeev	m.047lj	Kazakhstan	people.person.nationality
m.0b771vt	Bruno Mazzia	m.03rjj	Italy	people.person.nationality
m.03cshsk	Spasoje Samardžić	m.077qn	Serbia	people.person.nationality
m.0cmc0rv	Gastón Merlo	m.0jgd	Argentina	people.person.nationality
m.09gksw5	Ingvar Svahn	m.0d0vqn	Sweden	people.person.nationality
m.06409wf	Peter Thomas	m.03rt9	Ireland	people.person.nationality
m.07kgt5v	Richard Brooks	m.03rt9	Ireland	people.person.nationality
m.0bbxd6h	Mario Facco	m.03rjj	Italy	people.person.nationality
m.04f5jfl	Oleksandr Tkachenko	m.07t21	Ukraine	people.person.nationality
m.0b__cwj	Milan Zvarík	m.06npd	Slovakia	people.person.nationality
m.03cshqh	Stevan Sekereš	m.077qn	Serbia	people.person.nationality
m.0464jrm	Mohamed Salem	m.02k54	Egypt	people.person.nationality
m.06w2m0b	Robert Buigues	m.0f8l9c	France	people.person.nationality
m.0bs3ywm	Einar Larsen	m.05b4w	Norway	people.person.nationality
m.0hncj63	Danny Hudson	m.02jx1	England	people.person.nationality
m.07s8xjy	Jack Kennedy	m.05bcl	Northern Ireland	people.person.nationality
m.0b74q6p	Humberto Rosa	m.0jgd	Argentina	people.person.nationality
m.0g9ytwz	Mihai Ionescu	m.06c1y	Romania	people.person.nationality
m.09gpvzk	Jackie Hutton	m.05bcl	Northern Ireland	people.person.nationality
m.0b75q7v	Giorgio Mastropasqua	m.03rjj	Italy	people.person.nationality
m.0ngscjn	Bruno	m.015fr	Brazil	people.person.nationality
m.027kxnf	James Martin	m.05bcl	Northern Ireland	people.person.nationality
m.0hrg89t	Roman Pets	m.07t21	Ukraine	people.person.nationality
m.02qy_hq	Tony Dixon	m.03rt9	Ireland	people.person.nationality
m.05q6t1p	Andreas Christodoulou	m.01ppq	Cyprus	people.person.nationality
m.02r7wk7	Viktor Prokopenko	m.07t21	Ukraine	people.person.nationality
m.0530r1f	Paul Raven	m.02jx1	England	people.person.nationality
m.0ds230y	Laurence Hall	m.02jx1	England	people.person.nationality
m.027v_lc	Josip Zemko	m.0166b	Bosnia and Herzegovina	people.person.nationality
m.0h3v47w	Andreas Konstantinou	m.01ppq	Cyprus	people.person.nationality
m.02qyzjs	Paddy Joyce	m.03rt9	Ireland	people.person.nationality
m.0pcth6t	Reis	m.05r4w	Portugal	people.person.nationality
m.0dgs22x	Mehrdad Avakh	m.03shp	Iran	people.person.nationality
m.04_00fn	William Stewart	m.05bcl	Northern Ireland	people.person.nationality
m.0bryddl	Florian Radu	m.06c1y	Romania	people.person.nationality
m.0gx_7f_	Billy Brown	m.06q1r	Scotland	people.person.nationality
m.0fm5qx	Chrys	m.01ppq	Cyprus	people.person.nationality
m.0288dv3	Daniel Huss	m.0345h	Germany	people.person.nationality
m.04gpgyz	Vyacheslav Marushko	m.06bnz	Russia	people.person.nationality
m.03wbdt1	James Reid	m.05bcl	Northern Ireland	people.person.nationality
m.0dd9x83	Poul Hansen	m.0k6nt	Denmark	people.person.nationality
m.0h63tsb	Shawn Bishop	m.034m8	Guyana	people.person.nationality
m.0h3q0tx	Dag Szepanski	m.0d0vqn	Sweden	people.person.nationality
m.04f4y5_	Viktor Kuznetsov	m.07t21	Ukraine	people.person.nationality
m.03qf1j6	Dragan Gugleta	m.077qn	Serbia	people.person.nationality
m.06w6hkm	Claus Kreul	m.0345h	Germany	people.person.nationality
m.02qy_2_	Austin Brady	m.03rt9	Ireland	people.person.nationality
m.0dlk16c	Güven Önüt	m.01znc_	Turkey	people.person.nationality
m.04f3sjd	Mykola Pinchuk	m.07t21	Ukraine	people.person.nationality
m.0b74y9h	Massimo Piloni	m.03rjj	Italy	people.person.nationality
m.0ds4lln	Bill	m.0h3y	Algeria	people.person.nationality
m.09gmhtn	Velimir Sombolac	m.077qn	Serbia	people.person.nationality
m.04q7stc	José Rita	m.05r4w	Portugal	people.person.nationality
m.0br1kf	Anthony Vassallo	m.04v3q	Malta	people.person.nationality
m.0h7n92_	James Smith	m.06q1r	Scotland	people.person.nationality
m.07kfdl5	David Holt	m.02jx1	England	people.person.nationality
m.0bxzbx6	Mark Angel	m.05v8c	Philippines	people.person.nationality
m.05q78l8	Pedro Cubilla	m.07twz	Uruguay	people.person.nationality
m.064lfn7	Robert King	m.06q1r	Scotland	people.person.nationality
m.0642d55	John Brock	m.02jx1	England	people.person.nationality
m.03c7kjr	Jimmy Leadbetter	m.06q1r	Scotland	people.person.nationality
m.05p9x43	James Smith	m.06q1r	Scotland	people.person.nationality
m.02rzp0z	Billy Baxter	m.06q1r	Scotland	people.person.nationality
m.03czn8n	Tommy Hamill	m.05bcl	Northern Ireland	people.person.nationality
m.0h7l722	Robert Smith	m.06q1r	Scotland	people.person.nationality
m.04n4603	Hugh Geoghegan	m.03rt9	Ireland	people.person.nationality
m.0806tfj	Mohammed Ibrahim	m.0697s	Qatar	people.person.nationality
m.0cnxz3t	Josip Gucmirtl	m.01pj7	Croatia	people.person.nationality
m.09k4djt	Vladas Douksas	m.07twz	Uruguay	people.person.nationality
m.05q99x7	John Anderson	m.05bcl	Northern Ireland	people.person.nationality
m.065x_74	Carlos Reyes	m.027rn	Dominican Republic	people.person.nationality
m.03wft9p	Steve Macauley	m.02jx1	England	people.person.nationality
m.0b74yk7	Bobby Cox	m.06q1r	Scotland	people.person.nationality
m.0h528k2	Benjamin	m.035dk	Ghana	people.person.nationality
m.076z0yz	Henrique	m.05r4w	Portugal	people.person.nationality
m.0dl7023	Joachim Otto	m.0345h	Germany	people.person.nationality
m.0czd9yp	Billy Wilson	m.05bcl	Northern Ireland	people.person.nationality
m.04yc8yn	William Kennedy	m.03rt9	Ireland	people.person.nationality
m.03d4lvk	Ginter Gawlik	m.05qhw	Poland	people.person.nationality
m.06zrwyd	Edward Azzopardi	m.04v3q	Malta	people.person.nationality
m.0gyx5wk	Alex Willoughby	m.06q1r	Scotland	people.person.nationality
m.02z9hn7	James Thomson	m.06q1r	Scotland	people.person.nationality
m.0bmgx1m	Hugh Robertson	m.06q1r	Scotland	people.person.nationality
m.0ngscjn	Bruno	m.03rjj	Italy	people.person.nationality
m.0h7nch1	Zdeněk Procházka	m.01mjq	Czech Republic	people.person.nationality
m.02qz072	John Murphy	m.03rt9	Ireland	people.person.nationality
m.09v339x	Tommy Hamill	m.05bcl	Northern Ireland	people.person.nationality
m.0bmb083	John Paul	m.04v3q	Malta	people.person.nationality
m.064p280	Jimmy Murray	m.02jx1	England	people.person.nationality
m.0bh62k	Hugh Robertson	m.06q1r	Scotland	people.person.nationality
m.09gmfd4	Chris Abel	m.04v3q	Malta	people.person.nationality
m.07k7599	Petr Packert	m.01mjq	Czech Republic	people.person.nationality
m.04gt9vd	Vladimir Petrov	m.077qn	Serbia	people.person.nationality
m.0582lld	John Graham	m.05bcl	Northern Ireland	people.person.nationality
m.025wfdp	Ilija Mitić	m.077qn	Serbia	people.person.nationality
m.0c01bgf	Miroslav Šugar	m.01pj7	Croatia	people.person.nationality
m.027_m9j	Bobby Browne	m.05bcl	Northern Ireland	people.person.nationality
m.0ch5kdy	Charles Bennett	m.04v3q	Malta	people.person.nationality
m.09v7sgh	John Anderson	m.05bcl	Northern Ireland	people.person.nationality
m.04_0s32	Dinei	m.015fr	Brazil	people.person.nationality
m.0ds2w41	Eugenio	m.05byy	Netherlands Antilles	people.person.nationality
m.0ds4lln	Bill	m.0d0vqn	Sweden	people.person.nationality
m.06w4_p3	Roman Hovhannisyan	m.0jgx	Armenia	people.person.nationality
m.0dpv09	Ted Phillips	m.02jx1	England	people.person.nationality
m.0gfhd2h	Elliot Vélez	m.05r7t	Puerto Rico	people.person.nationality
m.0ds1k_y	Nando	m.06mkj	Spain	people.person.nationality
m.080d41c	Chris Kelly	m.06q1r	Scotland	people.person.nationality
m.0gky2p	Ken Branagan	m.02jx1	England	people.person.nationality
m.0gx0kxf	Matty Hughes	m.02jx1	England	people.person.nationality
m.0gy1747	Luis Ruiz	m.06mkj	Spain	people.person.nationality
m.05b31fl	Oscar Pezzano	m.0jgd	Argentina	people.person.nationality
m.0gg9qrc	Esteban Areta	m.06mkj	Spain	people.person.nationality
m.09v3pkg	Marcos Conigliaro	m.0jgd	Argentina	people.person.nationality
m.0522wt5	John Walton	m.02jx1	England	people.person.nationality
m.0gjdncc	Eusebio Ríos	m.06mkj	Spain	people.person.nationality
m.0dln3rl	Ignacio Bergara	m.07twz	Uruguay	people.person.nationality
m.04mz48t	Francisco Ramos	m.06mkj	Spain	people.person.nationality
m.07k765c	George Bromilow	m.02jx1	England	people.person.nationality
m.09glzvq	Alfred Noble	m.02jx1	England	people.person.nationality
m.09gk3h1	Freddy Chaves	m.0154j	Belgium	people.person.nationality
m.04cr5w4	Mohamed Samir	m.02k54	Egypt	people.person.nationality
m.026zd9j	Nando	m.06mkj	Spain	people.person.nationality
m.0gkxw0	Dave Ewing	m.06q1r	Scotland	people.person.nationality
m.0ngscjn	Bruno	m.04g5k	Latvia	people.person.nationality
m.04cyl9b	Aislan	m.07ylj	Venezuela	people.person.nationality
m.04f5cd1	Matty Hughes	m.02jx1	England	people.person.nationality
m.05c2y_f	Ernesto Aparicio	m.06mkj	Spain	people.person.nationality
m.0gfdyfp	Jim Lewis	m.02jx1	England	people.person.nationality
m.0gwz8kx	Keith Brown	m.06q1r	Scotland	people.person.nationality
m.0bwkgc5	Alemão	m.015fr	Brazil	people.person.nationality
m.0c3tk8v	Manolo Cardo	m.06mkj	Spain	people.person.nationality
m.0hr2m4n	Emeka Jude Ugali	m.05cgv	Nigeria	people.person.nationality
m.0ds4lln	Bill	m.09c7w0	United States of America	people.person.nationality
m.0ds1k_y	Nando	m.036b_	Guinea-Bissau	people.person.nationality
m.07kfdl5	David Holt	m.0345h	Germany	people.person.nationality
m.0ngs9w0	Dudu	m.015fr	Brazil	people.person.nationality
m.05sywx4	Ruslan Suanov	m.06bnz	Russia	people.person.nationality
m.0bmjxmy	Giulio Corsini	m.03rjj	Italy	people.person.nationality
m.0b6gvnb	Giovanni Invernizzi	m.03rjj	Italy	people.person.nationality
m.0j3qc99	Ibrahim Abdulla	m.05l8y	Oman	people.person.nationality
m.04ycm67	Enrique García	m.06mkj	Spain	people.person.nationality
m.0gty003	Aleksandar Markov	m.0bk25	Macedonia	people.person.nationality
m.0c423d7	Canito	m.06mkj	Spain	people.person.nationality
m.0hhsjd2	Mohamed Kharbouch	m.04wgh	Morocco	people.person.nationality
m.0brywyy	Renato Cattaneo	m.03rjj	Italy	people.person.nationality
m.09gn820	Chris Clark	m.02jx1	England	people.person.nationality
m.09k4hxm	Inge Ludvigsen	m.05b4w	Norway	people.person.nationality
m.0h528k2	Benjamin	m.06mkj	Spain	people.person.nationality
m.07k9xms	Andreas Olsen	m.05b4w	Norway	people.person.nationality
m.076z0yz	Henrique	m.05r4w	Portugal	people.person.nationality
m.02r465d	Andy Jordan	m.06q1r	Scotland	people.person.nationality
m.0j3qdsj	Ahmed Mohamed	m.0697s	Qatar	people.person.nationality
m.09k5gd9	Giorgi Daraselia	m.0d0kn	Georgia	people.person.nationality
m.026zd9j	Nando	m.036b_	Guinea-Bissau	people.person.nationality
m.04jf73d	Juvenal Olmos	m.01p1v	Chile	people.person.nationality
m.0ngscjn	Bruno	m.05r4w	Portugal	people.person.nationality
m.04ygycl	Ali Omar	m.03__y	Jordan	people.person.nationality
m.05zrd79	Andrew Fotiadis	m.02jx1	England	people.person.nationality
m.0czbd1h	Danny Byrne	m.03rt9	Ireland	people.person.nationality
m.04mzgjx	Hamid Nater	m.04wgh	Morocco	people.person.nationality
m.063yjj4	Gabriel Miranda	m.015fr	Brazil	people.person.nationality
m.0bs21l9	Bruno Arcari	m.03rjj	Italy	people.person.nationality
m.04f5sxb	Masanori Sanada	m.03_3d	Japan	people.person.nationality
m.09v5xtc	Jonathan Guerra	m.07ylj	Venezuela	people.person.nationality
m.0hhvfk5	Paco Fortes	m.06mkj	Spain	people.person.nationality
m.0fqs1vk	Mustapha Moustaoudia	m.04wgh	Morocco	people.person.nationality
m.0pcth6t	Reis	m.02jx1	England	people.person.nationality
m.0hgm01m	Jorge D'Alessandro	m.0jgd	Argentina	people.person.nationality
m.0fm5qx	Chrys	m.035qy	Greece	people.person.nationality
m.0b6d7rv	Giovanni Invernizzi	m.03rjj	Italy	people.person.nationality
m.0hr6msh	Jé	m.02k1b	Ecuador	people.person.nationality
m.0ds2w41	Eugenio	m.06mkj	Spain	people.person.nationality
m.0ds4lln	Bill	m.06mzp	Switzerland	people.person.nationality
m.0bbzr3r	Livio Fongaro	m.03rjj	Italy	people.person.nationality
m.0ds0y6d	Quentin Clarke	m.0l3h	Antigua and Barbuda	people.person.nationality
m.0h3mkwr	Gustavo Fernández	m.0165v	Bolivia	people.person.nationality
m.0g5rnwh	Leon Drysdale	m.02jx1	England	people.person.nationality
m.0h63gbk	Dorst	m.03ryn	Indonesia	people.person.nationality
m.09v2hvn	John Brown	m.06q1r	Scotland	people.person.nationality
m.0ds1k_y	Nando	m.04wlh	Mozambique	people.person.nationality
m.0hhqyb2	Richard Holmes	m.02jx1	England	people.person.nationality
m.05zp988	Jack Curtis	m.02jx1	England	people.person.nationality
m.0bbw86f	Celestino Celio	m.03rjj	Italy	people.person.nationality
m.04dz97r	Alaa Gatea	m.0d05q4	Iraq	people.person.nationality
m.04jcsr0	John Brown	m.06q1r	Scotland	people.person.nationality
m.07kb4_d	George Jones	m.04v3q	Malta	people.person.nationality
m.051z1f0	Joe Williams	m.0j5g9	Wales	people.person.nationality
m.0hhqhk_	David Cross	m.06q1r	Scotland	people.person.nationality
m.02r4vpr	Billy Richardson	m.03rt9	Ireland	people.person.nationality
m.05c4mc2	Stuart Reddington	m.02jx1	England	people.person.nationality
m.0h65v1f	Teilherber	m.03ryn	Indonesia	people.person.nationality
m.02rrzj2	Sam Forko	m.04hzj	Liberia	people.person.nationality
m.04zx36g	Mikhail Yakovlev	m.06bnz	Russia	people.person.nationality
m.0bmhs3k	Adama Traoré	m.04v09	Mali	people.person.nationality
m.0g9x8d3	Dennis Kelleher	m.03rt9	Ireland	people.person.nationality
m.0908vh	Ivan Golac	m.077qn	Serbia	people.person.nationality
m.0h56h8x	Albert Büche	m.06mzp	Switzerland	people.person.nationality
m.07s5v4_	Mehmet Al	m.01znc_	Turkey	people.person.nationality
m.04dzkc8	Serhiy Morozov	m.07t21	Ukraine	people.person.nationality
m.0gtv5k2	Ilya Osipov	m.06bnz	Russia	people.person.nationality
m.0h55vl1	Renato Bizzozero	m.06mzp	Switzerland	people.person.nationality
m.05zqktv	Michael Kelly	m.03rt9	Ireland	people.person.nationality
m.063__ft	Jokke Kangaskorpi	m.02vzc	Finland	people.person.nationality
m.0h670wg	G.H.V.L. Faulhaber	m.03ryn	Indonesia	people.person.nationality
m.0gg4xw_	François Hugues	m.0f8l9c	France	people.person.nationality
m.0glplnj	José Ruíz	m.0b90_r	Mexico	people.person.nationality
m.0gjb82k	Albert Ströck	m.06c1y	Romania	people.person.nationality
m.04d_fc_	Hussein Ali	m.0345h	Germany	people.person.nationality
m.04mzcp3	Ian Park	m.05bcl	Northern Ireland	people.person.nationality
m.0h642yy	J. Harting	m.03ryn	Indonesia	people.person.nationality
m.06zlrjy	Vedat Okyar	m.01znc_	Turkey	people.person.nationality
m.09k4j2y	John Tennant	m.06q1r	Scotland	people.person.nationality
m.09gq5_r	Jack Neale	m.02jx1	England	people.person.nationality
m.0crgpql	Charles Simons	m.0154j	Belgium	people.person.nationality
m.080764b	John Brown	m.06q1r	Scotland	people.person.nationality
m.0g575vp	Lucas Suárez	m.0jgd	Argentina	people.person.nationality
m.04y7sp1	Aleksandr Petrov	m.02kmm	Estonia	people.person.nationality
m.05q8ktt	Zeljko Babic	m.01pj7	Croatia	people.person.nationality
m.02r9m6m	Plev Ellis	m.03rt9	Ireland	people.person.nationality
m.05q9r69	Börje Leander	m.0d0vqn	Sweden	people.person.nationality
m.0h552f2	Edmond Loichot	m.06mzp	Switzerland	people.person.nationality
m.0hndc3_	Christian Bravo	m.07ylj	Venezuela	people.person.nationality
m.09ggjh6	Marcel Pinel	m.0f8l9c	France	people.person.nationality
m.09v9pl6	Jack White	m.05bcl	Northern Ireland	people.person.nationality
m.0b74fq3	Giacomo Neri	m.03rjj	Italy	people.person.nationality
m.09ggxhd	Douglas McBain	m.06q1r	Scotland	people.person.nationality
m.051zf0z	Tetsuya Totsuka	m.03_3d	Japan	people.person.nationality
m.0gk_4bp	Mirko Braun	m.01pj7	Croatia	people.person.nationality
m.0bbw77q	Ricardo Faccio	m.03rjj	Italy	people.person.nationality
m.09gh38r	Adam Black	m.06q1r	Scotland	people.person.nationality
m.02r461m	Frank Glennon	m.03rt9	Ireland	people.person.nationality
m.0ngscd0	Alysson	m.015fr	Brazil	people.person.nationality
m.0b6hnp4	Tim Heinz	m.0345h	Germany	people.person.nationality
m.03cspxw	Martin Britt	m.0345h	Germany	people.person.nationality
m.047f7m4	Horace Burrows	m.02jx1	England	people.person.nationality
m.04csts9	Tom Jones	m.0j5g9	Wales	people.person.nationality
m.0cc6_9x	Attilio Trerè	m.03rjj	Italy	people.person.nationality
m.07kcfd6	Daniel Pereira	m.015fr	Brazil	people.person.nationality
m.09v2pnn	Dean Clark	m.03rt9	Ireland	people.person.nationality
m.0h1fm9n	Raymond Westwood	m.02jx1	England	people.person.nationality
m.07k4pz4	Peter Kippax	m.02jx1	England	people.person.nationality
m.0gyvqqb	Aurel Guga	m.06c1y	Romania	people.person.nationality
m.0bbvjk0	Sergio Marchi	m.03rjj	Italy	people.person.nationality
m.09rwp8	John Barker	m.02jx1	England	people.person.nationality
m.09zp76	Ailton	m.04g61	Luxembourg	people.person.nationality
m.0gjbnzc	John Barker	m.02jx1	England	people.person.nationality
m.09gftg_	Eric Fright	m.02jx1	England	people.person.nationality
m.0ds5p1v	Kevin Watts	m.0l3h	Antigua and Barbuda	people.person.nationality
m.06zmcn9	Nathan Adams	m.09c7w0	United States of America	people.person.nationality
m.0g5qs6m	Manuel Rodrigues	m.05r4w	Portugal	people.person.nationality
m.05syb_g	Numa Andoire	m.0f8l9c	France	people.person.nationality
m.047q9nj	Gérard Devos	m.0154j	Belgium	people.person.nationality
m.0cc6f7h	Terry Lee	m.06t2t	Singapore	people.person.nationality
m.03c9124	Eduardo Hernández	m.07ylj	Venezuela	people.person.nationality
m.0h7qb3p	János Dudás	m.03gj2	Hungary	people.person.nationality
m.0h7nkmf	Oddmund Andersen	m.05b4w	Norway	people.person.nationality
m.04gsn0x	Keith Millen	m.02jx1	England	people.person.nationality
m.0h7qm6c	Dumitru Pavlovici	m.06c1y	Romania	people.person.nationality
m.06_w2wl	Maurice Banide	m.0f8l9c	France	people.person.nationality
m.03m4pz_	Jimmy Gibson	m.05qkp	Papua New Guinea	people.person.nationality
m.07kcd4h	Tommy Gardner	m.02jx1	England	people.person.nationality
m.0fpjd86	John Hansen	m.06q1r	Scotland	people.person.nationality
m.0g9xrtx	Albert Jourda	m.0f8l9c	France	people.person.nationality
m.0hr70cq	John Hansen	m.06q1r	Scotland	people.person.nationality
m.0640p2q	Carlo Reguzzoni	m.03rjj	Italy	people.person.nationality
m.0h7l722	Robert Smith	m.03rt9	Ireland	people.person.nationality
m.0h648pq	Jack Samuels	m.03ryn	Indonesia	people.person.nationality
m.027s697	Hassan Mohamed	m.05b4w	Norway	people.person.nationality
m.0585_b3	Ted Hanney	m.02jx1	England	people.person.nationality
m.0h68wws	R. Telwe	m.03ryn	Indonesia	people.person.nationality
m.0ds3m07	Steveroy Anthony	m.0l3h	Antigua and Barbuda	people.person.nationality
m.0g9yj5f	Manuel Anatol	m.0f8l9c	France	people.person.nationality
m.03c41fx	Kevin O'Brien	m.03rt9	Ireland	people.person.nationality
m.05c1ht2	Krzysztof Hausner	m.05qhw	Poland	people.person.nationality
m.03c3sw_	Johnny Murray	m.03rt9	Ireland	people.person.nationality
m.047s0wt	Michel Vanderbauwhede	m.0154j	Belgium	people.person.nationality
m.080f55l	Mark Scott	m.06q1r	Scotland	people.person.nationality
m.07k4j48	George Douglas	m.02jx1	England	people.person.nationality
m.0h3s7sw	Silvan Thüler	m.06mzp	Switzerland	people.person.nationality
m.0h3x3qb	Moussa Doumbia	m.04v09	Mali	people.person.nationality
m.02qsvbc	Mick O'Brien	m.03rt9	Ireland	people.person.nationality
m.05msvz4	Bertie Kerr	m.03rt9	Ireland	people.person.nationality
m.0hhwc3z	Emmanuel Okine	m.035dk	Ghana	people.person.nationality
m.02r9m24	Paddy Andrews	m.03rt9	Ireland	people.person.nationality
m.086zps	Ken Charlery	m.02jx1	England	people.person.nationality
m.09rw4dh	Antal Lyka	m.03gj2	Hungary	people.person.nationality
m.03hk1wb	James Richardson	m.02jx1	England	people.person.nationality
m.0b6lp06	Carl Hansen	m.0k6nt	Denmark	people.person.nationality
m.09rwhmb	Alex Munro	m.06q1r	Scotland	people.person.nationality
m.0h528k2	Benjamin	m.0bk25	Macedonia	people.person.nationality
m.0bs7kzf	Guglielmo Brezzi	m.03rjj	Italy	people.person.nationality
m.02qvksr	Léon Mart	m.04g61	Luxembourg	people.person.nationality
m.076z0yz	Henrique	m.0jgd	Argentina	people.person.nationality
m.05ztmhh	John Moore	m.02jx1	England	people.person.nationality
m.09gh798	Maurice Gillis	m.0154j	Belgium	people.person.nationality
m.04my75x	Umarin Yaodam	m.07f1x	Thailand	people.person.nationality
m.0h54w30	Max Weiler	m.06mzp	Switzerland	people.person.nationality
m.0bbv7cf	Leopoldo Conti	m.03rjj	Italy	people.person.nationality
m.0gl0bw0	Francisco Esteche	m.05v10	Paraguay	people.person.nationality
m.0cz8bm6	Kersley Appou	m.04vs9	Mauritius	people.person.nationality
m.0bh78dw	Hugh Dowd	m.05bcl	Northern Ireland	people.person.nationality
m.0gg6dv9	Jean Ducret	m.0f8l9c	France	people.person.nationality
m.09gjkvf	Julius Beck	m.0345h	Germany	people.person.nationality
m.04yh3cz	Aleksandr Krotov	m.0163v	Belarus	people.person.nationality
m.076z82s	František Hoholko	m.06npd	Slovakia	people.person.nationality
m.065_thq	Daniel González	m.0jgd	Argentina	people.person.nationality
m.0crb_39	Jules Pappaert	m.0154j	Belgium	people.person.nationality
m.0j3qdsj	Ahmed Mohamed	m.04ty8	Maldives	people.person.nationality
m.09g9jtq	Aboubacar Sylla	m.03676	Guinea	people.person.nationality
m.0h7mw88	Piet Punt	m.059j2	Netherlands	people.person.nationality
m.0gg5mfd	Lucien Gamblin	m.0f8l9c	France	people.person.nationality
m.047qwp4	Gustaaf Eeckeman	m.0154j	Belgium	people.person.nationality
m.02x6r6s	Abdoulaye Traoré	m.01699	Burkina Faso	people.person.nationality
m.0crcy90	René Ledent	m.0154j	Belgium	people.person.nationality
m.0crd0pf	Jean Brichaut	m.0154j	Belgium	people.person.nationality
m.04y98g5	Nikolai Parshin	m.06bnz	Russia	people.person.nationality
m.026zd9j	Nando	m.04wlh	Mozambique	people.person.nationality
m.09v3453	Ivo Harizanov	m.015qh	Bulgaria	people.person.nationality
m.03nwmm9	František Schmucker	m.01mjq	Czech Republic	people.person.nationality
m.0gg5xh8	Pavão	m.05r4w	Portugal	people.person.nationality
m.0660svs	Graham Bencini	m.04v3q	Malta	people.person.nationality
m.0pcthf1	Fabiano	m.06sff	San Marino	people.person.nationality
m.0pcthfw	Walber	m.02k1b	Ecuador	people.person.nationality
m.0bbyrz7	John Moore	m.02jx1	England	people.person.nationality
